Player,First Event Date,Latest Event Date,Latest JPAR Out,Total Events,Ave Weighted JPAR Contribution,Ave Competition Strength,12-Month Avg Completion Time
Mariève Flageole,5/4/2024,5/4/2024,0.9909730752,1,0.75,0.9601581251,86.26666667
Jessica J.,11/7/2024,12/12/2024,0.9909738291,2,0.25,0.7904516069,91.20833333
Casey Long,11/23/2024,2/8/2025,0.9910403769,5,0.25,0.8650595946,86.06333333
Anna Vega Gratacòs,9/19/2024,9/19/2024,0.9911873486,1,0.75,0.8013138705,83.31666667
Abeer Mohamed El,7/20/2024,7/20/2024,0.991196441,1,0.75,#NUM!,221.402214
Karen V.,2/5/2025,2/5/2025,0.9912008553,1,0.25,0.819234645,94.38333333
Rachel Field,9/7/2024,9/7/2024,0.9915183454,1,0.75,0.9146474431,133.6302895
Jennifer Evans,10/26/2024,10/26/2024,0.9916892918,1,0.5,0.8327893755,94.81666667
Amanda Van Straten,5/11/2024,5/11/2024,0.9917481201,1,0.5,0.8218270074,79.16666667
Ian Morris,1/10/2025,1/10/2025,0.9918579507,1,0.5,1.060508554,100.7
Jessica Van Eaton,9/18/2024,9/18/2024,0.9919131696,1,0.75,0.8181767181,83.95
Lisbeth Hernández,4/16/2024,5/30/2024,0.992199332,3,0.25,0.7132664427,84.56666667
Alfredo Álvarez Sanz,12/7/2024,12/7/2024,0.992274505,1,0.75,0.6626130003,108.0333333
Kelly Parisi,12/7/2024,12/7/2024,0.992274505,1,0.75,0.6626130003,108.0333333
Lisa Warren,10/26/2024,1/10/2025,0.9923664422,2,0.375,0.9028340909,97.525
Linnzi Marks,3/9/2024,2/8/2025,0.992614155,13,0.2708333333,0.8585788318,89.440625
Margarita Rosa Mejía Villegas,1/2/2025,1/2/2025,0.9928202198,1,0.75,0.8596302889,201.3422819
Kotte Hålling,3/9/2024,3/9/2024,0.9929822907,1,0.75,0.6669417255,93.78333333
Tina Jansson,3/9/2024,3/9/2024,0.9929822907,1,0.75,0.6669417255,93.78333333
Courtney Waltimyer,3/9/2024,2/8/2025,0.992983287,5,0.2916666667,0.9029140841,91.96333333
Amy Stevens,12/7/2024,12/7/2024,0.9930399127,1,0.75,0.6626130003,108.1166667
Jenny O'Malley,1/26/2025,1/26/2025,0.9931266097,1,1,0.8124605919,108.8666667
Polly Robertson,12/7/2024,12/7/2024,0.9938053203,1,0.75,0.6626130003,108.2
Erin Slaton,1/26/2025,1/26/2025,0.9941908912,1,1,0.8124605919,108.9833333
Meryl Jackson,12/7/2024,12/7/2024,0.9942645649,1,0.75,0.6626130003,108.25
Fabian Hallin,12/19/2024,12/19/2024,0.9942732284,1,0.25,0.7385921975,93.15
Emily Kuo,11/16/2024,11/16/2024,0.994513342,1,0.75,0.8099387889,109.65
Jay Leonard,9/19/2024,9/19/2024,0.9946390501,1,0.75,0.7268214647,106.4705882
Reem Ali Adli,7/20/2024,7/20/2024,0.9948675389,1,0.75,#NUM!,222.2222222
Hend Riad,7/20/2024,7/20/2024,0.9948675389,1,0.75,#NUM!,222.2222222
Laura Miller,10/4/2024,10/4/2024,0.9949319823,1,0.5,0.868085576,89.93333333
Roy Black,12/7/2024,12/7/2024,0.9950299726,1,0.75,0.6626130003,108.3333333
Kari Hornfeldt,1/26/2025,1/26/2025,0.9951031324,1,1,0.8124605919,109.0833333
Sabina Hymøller,7/2/2024,2/16/2025,0.9951404421,6,0.25,0.8173451581,82.675
Sarah Tylkowski,3/9/2024,1/10/2025,0.9958173678,3,0.3333333333,0.8836029591,95.35
Marco Herdy,9/18/2024,9/18/2024,0.9959155286,1,0.75,0.7845964089,111.3861386
Lilou Moriceau,9/18/2024,9/18/2024,0.9959155286,1,0.75,0.7845964089,111.3861386
Rita Mamede,9/18/2024,9/18/2024,0.9959155286,1,0.75,0.7845964089,111.3861386
Melanie H.,2/5/2025,2/5/2025,0.9959266938,1,0.25,0.819234645,94.83333333
Maria TB,5/30/2024,2/16/2025,0.9961352985,28,0.2589285714,0.7989609458,90.64107143
Andreas Kårsnäs,3/9/2024,3/9/2024,0.9961587046,1,0.75,0.6669417255,94.08333333
Jon Martínez Totoricagüena,7/6/2024,1/25/2025,0.9962483036,2,0.7,0.862509324,138.375813
Jamie Bauer,8/10/2024,8/10/2024,0.9962847875,1,0.5,0.8069067141,98.51666667
Courtney Shernan,1/4/2025,2/8/2025,0.9963352035,3,0.25,0.8715728751,91.61111111
Gentian Falstrom,3/9/2024,8/30/2024,0.9966428426,2,0.4166666667,0.8983428862,89.23888889
Evelyn Gil Gómez,6/15/2024,11/16/2024,0.9967252595,3,0.75,0.9108365256,108.3944864
Queenie Leung,11/16/2024,11/16/2024,0.9967808143,1,0.75,0.8099387889,109.9
Marcia Assis Calafate,10/19/2024,10/19/2024,0.9970377798,1,0.75,1.011170548,142.8833333
Takeya Saikachi,12/7/2024,12/7/2024,0.997221953,1,0.75,0.9371907605,153.0612245
Birgitta Johansson,3/9/2024,3/9/2024,0.9973092102,1,0.75,0.6661294073,97.9
Sarah Hendrickson,12/7/2024,12/7/2024,0.9973100138,1,0.25,0.8505424754,78.63333333
Laura White,12/25/2024,12/25/2024,0.9974426193,1,0.25,0.6911181435,121.95
Chloé Olivi,9/19/2024,9/19/2024,0.9976209508,1,0.75,0.8217201875,83.60833333
Tone Merete Unneland,6/8/2024,9/19/2024,0.9977485164,2,0.75,0.8647111465,104.3565214
Lisa Stefani,1/26/2025,1/26/2025,0.9978398561,1,1,0.8124605919,109.3833333
Ralph Brummelman,2/5/2025,2/5/2025,0.9978520354,1,0.25,0.819234645,95.01666667
Nicole Kunkler,3/22/2024,9/19/2024,0.9978705387,2,0.75,0.8068324036,119.8325758
Natasha Yamamura,9/18/2024,9/18/2024,0.9981037029,1,0.75,0.7914303816,96.40447815
Vanessa Müller,10/5/2024,10/5/2024,0.9981056135,1,0.75,0.6850588247,189.0756303
Melissa Freeman,11/16/2024,11/16/2024,0.9981412976,1,0.75,0.8099387889,110.05
Madeline Wolfe,12/7/2024,12/7/2024,0.9983977664,1,0.75,0.6626130003,108.7
Selien Op Den Kamp,9/18/2024,9/18/2024,0.998405249,1,0.75,0.8342361674,77.48333333
Eman Mohamed Ali,7/20/2024,7/20/2024,0.9985659312,1,0.75,#NUM!,223.0483271
Enas Nader Hassan Hossni,7/20/2024,7/20/2024,0.9985659312,1,0.75,#NUM!,223.0483271
Anna Katharina Hanisch,9/19/2024,2/8/2025,0.9987282876,2,0.75,0.7778900583,99.56208109
Becca Bertagnoli,10/12/2024,10/12/2024,0.9987799325,1,0.75,0.7989872303,122.9508197
Erika Jayet Franco Hernández,10/19/2024,10/19/2024,0.9992474751,1,0.75,1.011170548,143.2
Samantha Bailye,6/1/2024,2/21/2025,0.9992518127,5,0.5,0.8936680271,94.57333333
Franziska Schliersmaier,2/8/2025,2/8/2025,0.9992717058,1,0.75,0.7713452224,98.25327511
Erin Manthey,10/12/2024,1/26/2025,0.9994552673,2,0.6666666667,0.8057239111,102.2666667
Valerie Thurston,1/4/2025,2/8/2025,0.9996628985,3,0.25,0.8636586785,99.78333333
Anke Weßling,4/25/2024,4/25/2024,0.9999635123,1,0.25,0.7090921746,90.51666667
Isabel Garrote Guerra,3/2/2024,2/23/2025,0.9999946296,12,0.7375,0.8789924585,128.2238858
Jake Haaranen,3/9/2024,3/9/2024,1.000025749,1,0.75,0.6661294073,98.16666667
Amanda Popovich,10/19/2024,10/19/2024,1.000157935,1,0.25,0.8032310537,91.36666667
Dani Bailey,12/7/2024,12/7/2024,1.000234745,1,0.75,0.6626130003,108.9
Julio Pedro Del Molino Cortés,6/15/2024,6/15/2024,1.000508304,1,0.75,0.8884098359,139.0333333
Liudmyla,12/12/2024,12/12/2024,1.000532878,1,0.25,0.7768689807,90.15
Cyndie Horner,3/23/2024,5/4/2024,1.000944651,2,0.55,0.9195490815,100.65
Malin Arnberg,3/9/2024,3/9/2024,1.001099793,1,0.75,0.6669417255,94.55
Catherine Penner,7/27/2024,12/7/2024,1.001167171,2,0.625,0.8093437696,86.31666667
Marlo Mecredy,3/2/2024,3/2/2024,1.001291336,1,0.75,0.8839034244,97.5
Becky Osnowitz,3/9/2024,4/13/2024,1.00164855,2,0.25,0.8461734539,97.58333333
Darlyn Paola Romero Rosas,1/2/2025,1/2/2025,1.001784736,1,0.75,0.8596302889,203.1602709
Jennifer McCarthy,3/9/2024,2/8/2025,1.002140681,21,0.3333333333,0.8648262121,92.23484848
Christine Raafat Ibrahim Bekheet,7/20/2024,7/20/2024,1.002291924,1,0.75,#NUM!,223.880597
Sara Mainwaring,6/21/2024,2/21/2025,1.003153507,3,0.4166666667,0.9118360776,95.28888889
Kimberleigh Karpiel,5/4/2024,5/4/2024,1.003417675,1,0.75,0.9601581251,87.35
Heike Kufleitner,2/8/2025,2/8/2025,1.003654476,1,0.75,0.7713452224,98.68421053
Joaquín Manuel Pérez Ramírez,1/25/2025,1/25/2025,1.003745512,1,0.7,0.9231612522,125.8333333
Austin Matthews,12/7/2024,12/7/2024,1.003908702,1,0.75,0.6626130003,109.3
Joanne Allen,12/7/2024,12/7/2024,1.003908702,1,0.75,0.6626130003,109.3
Michał Kupryjaniuk,9/19/2024,9/19/2024,1.004089302,1,0.75,0.7268214647,107.4821853
Anne Brown,3/22/2024,7/13/2024,1.004272455,2,0.75,0.8900623826,106.5163599
John Scott,11/16/2024,11/16/2024,1.004352689,1,0.5,0.8099387889,109.95
Bonnie Johnson,2/21/2025,2/21/2025,1.00456755,1,0.5,0.9527777409,87
Vivi Pesonen,5/18/2024,5/18/2024,1.004658637,1,0.75,0.8569796897,202.020202
Elin Nake,3/9/2024,2/5/2025,1.004947989,3,0.4166666667,0.7702292232,93.01111111
Kim Hacker,3/22/2024,3/22/2024,1.004955004,1,0.75,0.8236432317,118.6666667
Marta Fernandes,6/29/2024,6/29/2024,1.00504606,1,0.75,0.9012923663,141.509434
Mariana Vásquez Guarín,7/26/2024,1/2/2025,1.005191729,2,0.75,#NUM!,191.0354746
Anthony Blake,9/19/2024,9/19/2024,1.005265024,1,0.75,0.8013138705,84.5
Malin Börjes,3/9/2024,3/9/2024,1.005511479,1,0.75,0.6669417255,94.96666667
Elizabeth Dewhirst,4/13/2024,9/14/2024,1.005566087,3,0.375,0.8471747966,101.0583333
Bárbara Álvarez-Ossorio Alonso,6/15/2024,9/18/2024,1.005659807,2,0.6666666667,0.853293277,108.6192134
Celia Phillips,7/20/2024,7/20/2024,1.005746942,1,0.75,0.82879534,118.55
Marcia Bragatto Trazzi Eller,9/19/2024,1/2/2025,1.005826689,3,0.75,0.8907049024,134.085198
Vivi-Ann Nordahl,3/9/2024,3/9/2024,1.005993146,1,0.75,0.7464067165,85.18333333
Ricardo Moctezuma Ruiz Ocampo,10/19/2024,10/19/2024,1.006109161,1,0.75,1.011170548,144.1833333
Sanger Safarian,9/19/2024,9/19/2024,1.006479991,1,0.75,0.7268214647,107.7380952
Laura Vallepuga Espinosa,6/15/2024,6/15/2024,1.006582148,1,0.7,0.9919587607,123.4248319
Derya Yildirim Vilner,12/17/2024,2/11/2025,1.006582511,5,0.25,0.75439663,91.11
Tess Eschebach,6/8/2024,1/27/2025,1.0066698,2,0.25,0.8450600084,110.175
Judit H.,1/28/2025,2/16/2025,1.006746765,3,0.25,0.7759543442,90.51666667
Andrea Benitez,11/16/2024,11/16/2024,1.006776516,1,0.5,0.8099387889,111.6166667
Mike Danskin,2/8/2025,2/8/2025,1.006809146,1,0.5,0.869217981,82.35
Zoë Thorkildsen,3/22/2024,3/22/2024,1.007210776,1,0.75,0.8680353545,107.05
Claire Buesser,8/3/2024,8/3/2024,1.007218023,1,0.75,0.9129612063,122.6993865
Annie Constant,7/27/2024,7/27/2024,1.007389765,1,0.75,0.8315182325,78.5
Eldri Nærum,6/8/2024,6/8/2024,1.007546669,1,0.75,0.8463480512,112.7166667
Carey Halton,9/28/2024,11/23/2024,1.007713105,3,0.25,0.8744952899,90.59444444
Elizabeth Knight,1/4/2025,2/1/2025,1.007899685,2,0.375,0.9023391662,109.7666667
Lydia Navas Fernández,11/16/2024,11/16/2024,1.007933712,1,0.75,0.8597844945,130.5
Alexia Pollmann,2/8/2025,2/8/2025,1.007981794,1,0.75,0.7465409582,101.8099548
Simon Sonntag,10/5/2024,2/8/2025,1.008256094,2,0.75,0.7157998914,146.8304713
Talia Adamson,12/7/2024,12/7/2024,1.008654229,1,0.75,0.6626130003,109.8166667
Karen Andrea Beltrán Silva,7/26/2024,7/26/2024,1.00880423,1,0.75,#NUM!,172.8110599
Kelly Lo,12/7/2024,12/7/2024,1.009419637,1,0.75,0.6626130003,109.9
Saul Aguilar Chinchilla,10/19/2024,10/19/2024,1.009522706,1,0.75,0.8700929666,197.3684211
Isabelle Lacroix,5/4/2024,5/4/2024,1.009561807,1,0.6666666667,0.8797039083,98.27222222
Sakura Kageyama,12/7/2024,12/7/2024,1.009584209,1,0.75,0.9371907605,154.9586777
Kornelija Ramanauskaite,12/17/2024,12/17/2024,1.009703757,1,0.25,0.7708368583,88.23333333
Meicie Bennett,11/2/2024,11/2/2024,1.009766637,1,0.5,0.8973515371,94.04166667
Marlena DeVault,6/21/2024,6/21/2024,1.009849223,1,0.5,0.9335207848,113.9333333
Véronique Lecuit,9/18/2024,9/18/2024,1.010002127,1,0.75,0.8342361674,78.38333333
Cadence Puhrmann,7/13/2024,7/13/2024,1.010130382,1,0.75,0.9564815336,97.63333333
Ashton Bellott,5/11/2024,5/11/2024,1.01032968,1,0.25,0.870778162,100.3833333
Eva Valinka Bindewald,9/19/2024,9/19/2024,1.011295685,1,0.75,0.7268214647,108.2535885
Mikko Mäkinen,5/18/2024,5/18/2024,1.011469882,1,0.75,0.8569796897,203.3898305
Shona Daniels,10/26/2024,10/26/2024,1.012063802,1,0.375,0.8674171119,109.6166667
Ciaran Fletcher,11/4/2024,2/11/2025,1.012282079,6,0.25,0.7815809097,94.66944444
Jenny Köhler,3/9/2024,3/9/2024,1.012419956,1,0.75,0.6661294073,99.38333333
Henry Dietz,2/8/2025,2/8/2025,1.012536374,1,0.75,0.7713452224,99.55752212
Alicia Gould,9/14/2024,2/21/2025,1.012586022,9,0.2777777778,0.8685542542,90.49074074
Nadia Nakluski,5/4/2024,5/4/2024,1.012633998,1,0.75,0.8293087048,112.6416667
Christine Rolff,12/7/2024,12/7/2024,1.012787431,1,0.75,0.6626130003,110.2666667
Vicente Álvarez Rivas,6/15/2024,6/15/2024,1.012981675,1,0.75,0.8884098359,140.7666667
Gerrit Leendert Schutte,9/19/2024,9/19/2024,1.012997832,1,0.75,0.8013138705,85.15
Carlos García García,3/16/2024,12/28/2024,1.013209416,3,0.75,0.9125746074,154.8320396
Kelley Wells,10/18/2024,10/18/2024,1.013363428,1,0.75,1.130100566,103.55
Iréa Touche,9/18/2024,9/18/2024,1.013475752,1,0.75,0.7845964089,113.3501259
Nahil Abdel Kawi Shedid,7/20/2024,7/20/2024,1.013638625,1,0.75,#NUM!,226.4150943
Janelle Mitchell,8/4/2024,10/26/2024,1.01379176,3,0.4166666667,0.8102496362,95.32270978
Kimberly Larson,1/26/2025,1/26/2025,1.013956118,1,1,0.8124605919,111.15
Anne McDonald,4/20/2024,4/20/2024,1.014031064,1,0.375,0.8154465397,133.5784946
Susana Muñoz Cascales,6/15/2024,6/15/2024,1.014061102,1,0.75,0.8884098359,140.9166667
Laura Zechel,7/20/2024,7/20/2024,1.014372074,1,0.75,0.82879534,119.5666667
Emma Cluff,3/22/2024,3/22/2024,1.014737807,1,0.75,0.8680353545,107.85
Kristin Focke,2/8/2025,2/8/2025,1.014870052,1,0.75,0.7465409582,102.5056948
Vanessa Agrawal,3/23/2024,3/23/2024,1.015477218,1,0.5,0.8590663741,91.16666667
Ángela Maritza Cristancho Molina,7/26/2024,7/26/2024,1.015826069,1,0.75,#NUM!,174.0139211
Amaia Zabalza García,6/15/2024,12/28/2024,1.015843833,3,0.75,0.9422417008,124.7111111
Vilde Melchior Rødder,6/1/2024,6/1/2024,1.01598887,1,0.75,0.6873398164,111.4833333
Dongjing Berglund,2/1/2025,2/1/2025,1.016125287,1,0.5,0.9322869062,123.9669421
Sabrina Winwood-Smith,12/7/2024,12/7/2024,1.016155224,1,0.75,0.6626130003,110.6333333
Susan Nevrous,12/7/2024,12/7/2024,1.016614469,1,0.75,0.6626130003,110.6833333
Tami Martin,6/21/2024,6/21/2024,1.01664458,1,0.5,0.9335207848,114.7
Sandra Reitzel,6/21/2024,6/21/2024,1.01664458,1,0.5,0.9335207848,114.7
Anna Ruritz,3/9/2024,2/16/2025,1.016779867,15,0.3166666667,0.7916459714,102.3311111
Natalie Vogel,11/9/2024,1/26/2025,1.016860883,2,0.625,0.8294698424,104.325
Helena Araújo,6/29/2024,6/29/2024,1.01703945,1,0.75,0.9012923663,143.1980907
Filipa Leite,6/29/2024,6/29/2024,1.01703945,1,0.75,0.9012923663,143.1980907
Nelli Järvinen,2/11/2025,2/11/2025,1.017325571,1,0.25,0.7715741046,98.2
María Araceli Sánchez Sánchez,6/15/2024,1/25/2025,1.018122292,2,0.6875,0.905785544,123.5833333
Karina Stott,12/7/2024,12/7/2024,1.018298366,1,0.75,0.6626130003,110.8666667
Kristín Kristjánsdóttir,3/9/2024,3/9/2024,1.018393602,1,0.75,0.6669417255,96.18333333
Richard Uhler,11/16/2024,11/16/2024,1.018699713,1,0.75,0.8099387889,112.3166667
Melissa Henderson,5/11/2024,5/11/2024,1.019220179,1,0.25,0.870778162,101.2666667
LesPuzzlesDeBlitz,6/23/2024,6/23/2024,1.019251332,1,0.25,0.7518840847,81.15
Mandy Smit,6/27/2024,1/28/2025,1.019418869,8,0.25,0.7906194435,90.81875
Anna Zieba,6/8/2024,6/8/2024,1.019465009,1,0.75,0.8463480512,114.05
AR Vath,1/10/2025,1/10/2025,1.019505903,1,0.5,0.935503624,95.5
Nicole Burgener,2/8/2025,2/8/2025,1.019514766,1,0.75,0.7465409582,102.9748284
Sabrina Müller,10/5/2024,10/5/2024,1.019524189,1,0.75,0.6850588247,193.1330472
Helene Mallette,10/19/2024,10/19/2024,1.019679441,1,0.25,0.8032310537,93.15
Mattias Nilsson,3/9/2024,3/9/2024,1.019720653,1,0.75,0.6661294073,100.1
sophie12,6/13/2024,6/13/2024,1.020090728,1,0.25,0.7713371701,87.3
Amanda Walker,12/7/2024,12/7/2024,1.020135344,1,0.75,0.6626130003,111.0666667
Melissa Wendt,3/9/2024,3/9/2024,1.020164601,1,0.25,0.8574638349,94.3
Amanda Laurent,4/13/2024,5/4/2024,1.02022324,2,0.375,0.8262351948,98.45
Martin Weigand,6/1/2024,6/1/2024,1.020241776,1,0.75,0.6873398164,111.95
Mareile Winkler,7/28/2024,2/11/2025,1.020357187,9,0.3611111111,0.8120315963,98.33518519
Alejandro Rojo,3/9/2024,7/13/2024,1.020454974,4,0.45,0.8665787,82.40666667
Hannah S Barstad,9/18/2024,9/18/2024,1.020467351,1,0.75,0.8181767181,86.36666667
Alice Pipping,3/9/2024,3/9/2024,1.020535448,1,0.75,0.7018594746,97.26135857
Stephanie Bestland,10/4/2024,10/4/2024,1.020556489,1,0.5,0.8871086625,95.36666667
Carla Macleod,12/7/2024,2/8/2025,1.02058932,2,0.5,0.8281936438,93.21666667
Alison Mocko,2/21/2025,2/21/2025,1.020733005,1,0.5,0.9527777409,88.4
Alyshia Ninness,12/7/2024,12/7/2024,1.02074767,1,0.75,0.6626130003,111.1333333
Noora Lahdenperä,5/18/2024,2/5/2025,1.020819527,5,0.45,0.8012468242,113.569697
Joey Marshall,3/9/2024,11/9/2024,1.020907815,5,0.5,0.8657566669,82.40333333
Courtney Toth,5/4/2024,5/4/2024,1.021223026,1,0.75,0.9601581251,88.9
Nesreen Mohamed Abdelsalam,7/20/2024,7/20/2024,1.021346903,1,0.75,#NUM!,228.1368821
Josee Deschenes,3/23/2024,6/1/2024,1.0213809,2,0.5,0.8811647466,113.8416667
Laura Grawe,1/26/2025,1/26/2025,1.021406088,1,1,0.8124605919,111.9666667
Michele Kunde,1/27/2025,1/27/2025,1.021483075,1,0.3214285714,0.8224731595,110.9125
Debra Zito,7/20/2024,7/20/2024,1.022023087,1,0.25,0.8722332218,105.4833333
DoRae Wulbecker,1/26/2025,1/26/2025,1.022622409,1,1,0.8124605919,112.1
Danielle Hall,8/10/2024,8/10/2024,1.022680577,1,0.5,0.8069067141,102.7083333
Thu Giang Nguyen,9/19/2024,9/19/2024,1.022713411,1,0.75,0.8013138705,85.96666667
Virginia Lawson,3/11/2024,3/11/2024,1.02300773,1,0.25,0.8107934433,97.28055556
Amy Clark,7/6/2024,7/6/2024,1.023118102,1,0.5,0.8595947224,92.33333333
Lauren Guida,11/2/2024,11/2/2024,1.023140566,1,0.75,0.9382762615,111.75
Guillaume Verlinden,6/15/2024,9/18/2024,1.023205913,2,0.75,0.9393845629,102.5809085
Claudia Itzel Jauregui Caballero,9/18/2024,9/18/2024,1.02331706,1,0.75,0.8342361674,79.41666667
Liz McPhearson,3/2/2024,3/2/2024,1.023713416,1,0.75,0.8839034244,99.68333333
Vanessa Cherun,5/4/2024,2/22/2025,1.024291517,7,0.5277777778,0.8706671443,121.8642857
Sebastian Plummer,12/7/2024,12/7/2024,1.024574709,1,0.75,0.6626130003,111.55
Marcia Bortoletto Araujo,10/19/2024,10/19/2024,1.024600821,1,0.75,1.011170548,146.8333333
Karolina,7/2/2024,7/28/2024,1.024918422,2,0.25,0.8278269819,82.775
Kelly Banister,12/7/2024,12/7/2024,1.025033953,1,0.75,0.6626130003,111.6
Elise Heigle,1/4/2025,2/8/2025,1.025104034,2,0.25,0.8759026926,88.94166667
Alison Larsson,7/13/2024,2/8/2025,1.025157353,8,0.2884615385,0.871023032,96.16666667
Roqaya Wael,7/20/2024,7/20/2024,1.025245174,1,0.75,#NUM!,229.0076336
Siru Jämsänen,5/18/2024,5/18/2024,1.025373248,1,0.75,0.8569796897,206.185567
Jessica Lohe,2/8/2025,2/8/2025,1.025375501,1,0.75,0.828958652,94.53781513
Lisa Morgan,12/7/2024,12/7/2024,1.025646279,1,0.75,0.6626130003,111.6666667
Katherine Johnson,2/21/2025,2/21/2025,1.025858076,1,0.5,0.9560858073,93.81666667
Melissa Ruhl,2/8/2025,2/8/2025,1.025886365,1,0.25,0.879413959,77.7
Natalie Cole,11/9/2024,2/8/2025,1.02629532,4,0.25,0.8659820831,89.96666667
Marta Horrillo Sánchez,6/15/2024,6/15/2024,1.026534473,1,0.75,0.8884098359,142.65
Amy Connolly,7/13/2024,7/13/2024,1.027029115,1,0.75,0.9564815336,99.26666667
Sarah Rundell,9/14/2024,2/8/2025,1.027241222,11,0.2954545455,0.8574446639,91.05
Emil Riddervold,3/9/2024,3/9/2024,1.027360918,1,0.75,0.6661294073,100.85
Alejandro Perez Rojo,5/11/2024,5/11/2024,1.027451052,1,0.5,0.8218270074,82.01666667
Kristel Svenning Svenning,6/8/2024,6/8/2024,1.027658868,1,0.75,0.8463480512,114.9666667
Marta Tatarska,9/19/2024,9/19/2024,1.027763691,1,0.75,0.7690455471,89.79608555
Natalie Hinkley,4/13/2024,2/8/2025,1.027907406,5,0.3571428571,0.8741768585,94.39666667
Alberto Simarro Martín,6/15/2024,6/15/2024,1.028344418,1,0.7083333333,0.8998641667,120.6836791
Nore Franckx,12/1/2024,12/1/2024,1.028480983,1,0.25,0.8245112992,82.21666667
Peter Runacres,12/7/2024,12/7/2024,1.02870791,1,0.75,0.6626130003,112
Amanda Rosales,2/1/2025,2/1/2025,1.028879998,1,0.5,0.9322869062,125.5230126
Vesna Haglund,4/16/2024,2/5/2025,1.029059669,9,0.4,0.7733680115,109.3432099
Anna Tai,9/27/2024,1/10/2025,1.0291663,2,0.625,1.059121772,115.2083333
Aya Gamal Abdeldayem Ali,7/20/2024,7/20/2024,1.029173316,1,0.75,#NUM!,229.8850575
Shimaa Atef,7/20/2024,7/20/2024,1.029173316,1,0.75,#NUM!,229.8850575
Mary Shawky Aziz,7/20/2024,7/20/2024,1.029173316,1,0.75,#NUM!,229.8850575
Sarah Rosenberg,10/4/2024,2/21/2025,1.029630995,2,0.4166666667,0.9627434964,95.38333333
Lidia Pérez Santamaría,3/2/2024,6/15/2024,1.029895191,4,0.75,0.920329148,165.0869295
Ruth Owen,7/20/2024,7/20/2024,1.030066987,1,0.75,0.82879534,121.4166667
Christine Clements,11/9/2024,2/22/2025,1.03022515,4,0.5,0.852056732,128.3291667
Michael Iacchetta,10/18/2024,10/18/2024,1.030476133,1,0.5,0.936659951,100.3166667
Marie-Christine Lemoine,10/19/2024,10/19/2024,1.030626081,1,0.25,0.8032310537,94.15
María Carmen Galán Bermejo,11/16/2024,11/16/2024,1.030969024,1,0.75,1.04278587,99.46666667
Uli Metzler,1/15/2025,1/15/2025,1.031483578,1,0.25,0.7610897981,89.96666667
Linda Kristoffersen,6/8/2024,6/8/2024,1.031830287,1,0.75,0.8463480512,115.4333333
Johannah Barhorst,6/21/2024,1/27/2025,1.032016784,2,0.375,0.8863457176,147.2166667
Ioanna Zerva,9/19/2024,9/19/2024,1.032230713,1,0.75,0.8013138705,86.76666667
Maite Niño,3/9/2024,1/11/2025,1.032718162,8,0.28125,0.851810428,97.31833333
Shauna Tremblay,12/25/2024,12/25/2024,1.032749116,1,0.25,0.6911181435,126.2666667
Camila Avelino,6/29/2024,6/29/2024,1.032783557,1,0.75,0.8932533798,118.1195876
Angely Jamis,9/14/2024,10/26/2024,1.03286194,3,0.46875,0.8752057157,102.4466667
